Anz,Beschreibung,Fabrikat/Bez.,Pos.Nr.,Produkt,Typ,Typ 1,Typ 2,Nennweite,Typ/Material,Anlagenbezeichnung,LV-Nummer,Medium,Bestell-NR.,AKS-Nr.,LWA [db(A)],a/b,b/h,l,c,d,d1,d2,h,h1,h2,h3,k1,k3,t,x,y,alpha,Vol(mÂ³/h),dP(Pa),Klappenart,Unnamed: 36,Unnamed: 37,Verbaut
1,TG,02O3FO0023,800,700,800,700,-,-,-,-,800,1000,1100,-,50,-,50,-,0,-,-,-,-,-,-,-,V20,V20,V20,-,-,3.48,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",3.64,0.8,0,0
1,TG,02O3ZU0007,800,450,800,450,-,-,-,-,800,500,800,-,150,-,150,-,120,-,-,-,-,-,-,-,V20,V20,V20,-,-,2.39,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.53,0.8,0,0
1,TG,03O3AU0004,800,1500,800,1500,-,-,-,-,800,600,700,-,50,-,50,-,0,-,-,-,-,-,-,-,V30,V30,V20,-,-,3.36,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",3.45,1.0,0,0
1,TG,03O3AU0006,800,900,800,900,-,-,-,-,800,600,700,-,50,-,50,-,0,-,-,-,-,-,-,-,V30,V30,V20,-,-,2.52,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.61,0.8,0,0
1,TG,03O3FO0004,600,1500,600,1500,-,-,-,-,600,600,700,-,50,-,50,-,0,-,-,-,-,-,-,-,V30,V30,V20,-,-,3.06,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",3.16,1.0,0,0
1,TG,03O3FO0006,600,1200,600,1200,-,-,-,-,600,600,700,-,50,-,50,-,0,-,-,-,-,-,-,-,V30,V30,V20,-,-,2.64,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.74,1.0,0,0
1,UA,-,500,600,500,700,-408,-,0,-,-,-,660,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,2,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.2,0.8,0,0
1,UA,-,500,700,500,700,425,-,0,-,-,-,700,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.97,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.16,0.8,0,0
3,UA,-,600,800,1200,800,0,-,325,-,-,-,290,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V30,-,-,-,1.74,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.85,1.0,0,0
1,UA,-,800,450,800,1100,116,-,5,-,-,-,233,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V30,-,-,-,2.21,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.35,1.0,0,0
1,UA,-,800,1050,800,1300,0,-,0,-,-,-,401,-,50,-,50,-,-,-,-,-,-,-,-,-,V30,V30,-,-,-,1.99,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.1,1.0,0,0
1,UA,-,800,1050,800,1300,250,-,0,-,-,-,401,-,50,-,50,-,-,-,-,-,-,-,-,-,V30,V30,-,-,-,1.99,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.1,1.0,0,0
1,UA,-,875,800,500,600,-69,-,-342,-,-,-,437,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.86,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.99,0.8,0,0
2,UA,-,1150,800,600,600,-100,-,-100,-,-,-,340,-,35,-,35,-,-,-,-,-,-,-,-,-,V30,V20,-,-,-,2.2,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.33,1.0,0,0
3,UA,-,1150,800,600,600,-100,-,-250,-,-,-,290,-,35,-,35,-,-,-,-,-,-,-,-,-,V30,V20,-,-,-,1.63,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.73,1.0,0,0
1,UA,01O3AB0003,801,300,300,600,150,-,-238,-,-,-,720,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.69,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.87,0.8,0,0
1,UA,01O3AU0002,450,654,450,600,-15,-,0,-,-,-,506,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.12,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.24,0.8,0,0
1,UA,01O3FO0002,250,654,250,500,-228,-,-1,-,-,-,835,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.57,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.77,0.8,0,0
1,UA,01O3ZU0006,400,800,300,600,0,-,-50,-,-,-,758,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.88,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.07,0.8,0,0
1,UA,01O3ZU0009,375,375,500,300,-50,-,63,-,-,-,300,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,UA,01O3ZU0019,375,375,375,375,0,-,0,-,-,-,476,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V30,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,UA,01O3ZU0020,250,800,250,600,-200,-,0,-,-,-,742,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.61,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.8,0.8,0,0
1,UA,01O3ZU0027,250,500,250,500,0,-,126,-,-,-,921,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.4,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.62,0.6,0,0
1,UA,01O3ZU0037,500,250,350,350,100,-,-75,-,-,-,540,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,UA,01O3ZU0042,350,350,350,350,0,-,200,-,-,-,600,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.04,0.6,0,0
1,UA,01O3ZU0044,350,350,275,550,125,-,-155,-,-,-,495,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.8,0,0
1,UA,02O3AB0010,450,500,400,400,-50,-,-50,-,-,-,350,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,UA,02O3AB0013,400,500,600,500,0,-,0,-,-,-,300,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.8,0,0
1,UA,02O3AB0015,500,600,450,400,-223,-,-61,-,-,-,419,-,35,-,35,-,-,-,-,-,-,-,-,-,V30,V20,-,-,-,1.04,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.16,0.8,0,0
1,UA,02O3AB0022,500,400,500,450,25,-,0,-,-,-,500,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V30,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.07,0.6,0,0
1,UA,02O3AB0024,500,450,450,375,32,-,-61,-,-,-,644,-,35,-,35,-,-,-,-,-,-,-,-,-,V30,V30,-,-,-,1.24,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.4,0.6,0,0
1,UA,02O3AB0031,450,400,500,450,0,-,50,-,-,-,575,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.24,0.6,0,0
1,UA,02O3AB0033,400,450,450,500,50,-,0,-,-,-,500,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V30,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.08,0.6,0,0
1,UA,02O3AB0042,450,400,450,400,-7,-,7,-,-,-,562,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V30,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.09,0.6,0,0
1,UA,02O3AB0050,450,500,400,400,-50,-,-50,-,-,-,550,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.05,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.18,0.6,0,0
1,UA,02O3AB0052,400,400,600,500,0,-,100,-,-,-,575,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.28,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.42,0.8,0,0
1,UA,02O3AB0055a,500,450,500,500,0,-,0,-,-,-,300,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,UA,02O3AB0061,450,500,450,400,-67,-,-5,-,-,-,512,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.1,0.6,0,0
1,UA,02O3AU0002,500,1200,500,1266,66,-,0,-,-,-,613,-,35,-,35,-,-,-,-,-,-,-,-,-,V30,V30,-,-,-,2.18,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.33,1.0,0,0
1,UA,02O3AU0005,500,700,500,600,-208,-,0,-,-,-,660,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.66,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.83,0.8,0,0
1,UA,02O3AU0006,500,700,500,700,175,-,0,-,-,-,650,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.62,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.78,0.8,0,0
1,UA,02O3AU0009,500,700,500,700,-475,-,0,-,-,-,650,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.93,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.13,0.8,0,0
1,UA,02O3ENT0004,450,800,450,800,346,-,0,-,-,-,1103,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,2.89,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",3.17,0.8,0,0
1,UA,02O3FO0002,500,1266,500,1400,133,-,0,-,-,-,480,-,35,-,35,-,-,-,-,-,-,-,-,-,V30,V30,-,-,-,1.89,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.01,1.0,0,0
1,UA,02O3FO0011,500,700,500,700,175,-,0,-,-,-,700,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.73,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.9,0.8,0,0
1,UA,02O3FO0012,500,700,500,700,-175,-,0,-,-,-,700,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V30,-,-,-,1.73,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.9,0.8,0,0
1,UA,02O3FO0015,500,700,500,700,425,-,0,-,-,-,700,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V30,-,-,-,1.97,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.16,0.8,0,0
1,UA,02O3ZU0020,450,500,400,400,-50,-,-50,-,-,-,350,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,UA,02O3ZU0023,500,400,500,600,0,-,0,-,-,-,250,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.8,0,0
1,UA,02O3ZU0025,500,600,450,450,-186,-,-61,-,-,-,361,-,35,-,35,-,-,-,-,-,-,-,-,-,V30,V30,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.8,0,0
1,UA,02O3ZU0031,450,400,450,400,-138,-,0,-,-,-,622,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.08,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.24,0.6,0,0
1,UA,02O3ZU0033,500,400,500,450,50,-,0,-,-,-,250,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,UA,02O3ZU0035,500,450,450,375,22,-,-61,-,-,-,361,-,35,-,35,-,-,-,-,-,-,-,-,-,V30,V30,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,UA,02O3ZU0041,450,500,400,400,-50,-,0,-,-,-,500,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.08,0.6,0,0
1,UA,02O3ZU0043,400,400,500,600,0,-,50,-,-,-,500,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1.18,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.31,0.8,0,0
1,UA,02O3ZU0045,500,600,500,450,0,-,0,-,-,-,500,-,35,-,35,-,-,-,-,-,-,-,-,-,V30,V20,-,-,-,1.15,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.27,0.8,0,0
1,UA,02O3ZU0055,450,500,450,500,12,-,-5,-,-,-,537,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V30,-,-,-,1.02,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.15,0.6,0,0
1,UA,02O3ZU0074,450,400,450,400,37,-,1,-,-,-,497,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,UA,03O3AB0001,450,250,450,250,0,-,13,-,-,-,630,-,35,-,35,-,-,-,-,-,-,-,-,-,V30,V30,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.03,0.6,0,0
1,UA,03O3AB0003,450,250,500,325,0,-,0,-,-,-,395,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,UA,03O3AB0005,500,325,400,200,-25,-,0,-,-,-,300,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,UA,03O3AB0007,250,450,200,400,-25,-,-50,-,-,-,355,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V30,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,UA,03O3AB0023,250,500,325,500,0,-,0,-,-,-,200,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,UA,03O3AB0025,325,500,400,200,-50,-,0,-,-,-,500,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.06,0.6,0,0
1,UA,03O3AB0027,400,200,450,250,25,-,0,-,-,-,300,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V30,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,UA,03O3AU0005,1500,800,900,800,0,-,-600,-,-,-,550,-,35,-,35,-,-,-,-,-,-,-,-,-,V30,V30,-,-,-,3.74,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",3.94,1.0,0,0
1,UA,03O3FO0003,800,1500,600,1500,0,-,-90,-,-,-,459,-,35,-,35,-,-,-,-,-,-,-,-,-,V30,V30,-,-,-,2.17,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.28,1.0,0,0
1,UA,03O3FO0005,1500,600,1200,600,0,-,-300,-,-,-,550,-,35,-,35,-,-,-,-,-,-,-,-,-,V30,V30,-,-,-,2.63,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.78,1.0,0,0
1,UA,03O3ZU0002,450,250,450,250,0,-,-19,-,-,-,593,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,UA,03O3ZU0004,250,450,325,500,0,-,0,-,-,-,395,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,UA,03O3ZU0006,325,500,200,400,-100,-,-100,-,-,-,300,-,35,-,35,-,-,-,-,-,-,-,-,-,V30,V30,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,UA,03O3ZU0008,200,400,250,450,0,-,25,-,-,-,300,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,UA,03O3ZU0015,450,250,250,400,0,-,0,-,-,-,400,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,UA,03O3ZU0021,250,500,325,500,0,-,0,-,-,-,200,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,UA,03O3ZU0023,325,500,400,200,-250,-,0,-,-,-,500,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.06,0.6,0,0
1,UA,03O3ZU0025,400,200,450,250,25,-,0,-,-,-,300,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V30,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,UA,06O3AB0001_MP,600,600,700,600,194,-,-282,-,-,-,909,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,2.56,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.8,0.8,0,0
1,UA,06O3ZU0001_MP,600,600,700,600,229,-,-282,-,-,-,932,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V30,-,-,-,2.62,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.86,0.8,0,0
1,UA,07O3AB0001,600,600,700,600,-269,-,-229,-,-,-,878,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,2.44,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.66,0.8,0,0
1,UA,07O3ZU0001,600,600,700,600,269,-,329,-,-,-,828,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,2.32,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.53,0.8,0,0
1,UA,07O3ZU0002,965,600,600,600,0,-,0,-,-,-,500,-,35,-,35,-,-,-,-,-,-,-,-,-,V30,V20,-,-,-,1.94,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",2.09,0.8,0,0
1,US,-,450,250,450,250,-,-,-,-,-,-,600,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
6,US,-,800,1200,800,1000,-,-,-,-,-,-,200,-,35,-,35,-,-,-,-,-,-,-,-,-,V30,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,1.0,0,0
1,US,02O3ZU0062,400,450,500,450,-,-,-,-,-,-,500,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.08,0.6,0,0
1,US,02O3ZU0064,500,450,400,450,-,-,-,-,-,-,500,-,35,-,35,-,-,-,-,-,-,-,-,-,V30,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.08,0.6,0,0
1,US,03O3AB0020,450,250,450,250,-,-,-,-,-,-,600,-,35,-,35,-,-,-,-,-,-,-,-,-,V20,V20,-,-,-,1,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",1.0,0.6,0,0
1,WS,03O3AU0002,1500,800,-,-,100,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,V30,V30,-,-,-,8.28,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",9.0,1.0,0,0
1,WS,03O3FO0002,1500,800,-,-,100,-,100,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,V30,V30,-,-,-,8.28,"Blech verzinkt,BV","Glaswolle Alu kaschiert,GA",9.0,1.0,0,0
